Source	Target	NumTransFromSrc	NumTransToTgt	NumOfTransSrcToTgt
egy	fra	235	238463	59
smo	tkl	74	102	15
hye	pol	1100	76720	15
ell	bre	4862	406	6
mwp	eng	1	146294	1
uzb	bul	872	25742	3
tuk	pol	434	76720	2
grc	kir	17342	1528	3
por	bre	11390	406	2
grc	bkb	17342	1	1
hmn	zho	8	62650	1
ben	pan	2223	384	1
gle	fra	269	238463	27
ben	mar	2223	878	45
kal	ces	86	64442	1
pli	isl	400	6514	1
ces	bel	17202	1874	17
yid	dan	1590	64799	19
pus	jpn	60	130893	1
deu	kek	201718	5	1
hin	bak	1469	502	1
ron	ces	5475	64442	71
grc	che	17342	57	1
lav	aze	1288	1658	10
spa	slk	52955	19641	313
ava	tuk	186	741	2
mya	lav	60	8145	1
nci	spa	63	228910	8
grc	gsw	17342	116	6
grc	pan	17342	384	2
sqi	ukr	1424	4514	2
kha	hin	3	3506	2
swe	fas	39192	11329	102
grc	sin	17342	671	7
rus	gld	101395	2	2
vep	est	4	20605	2
enm	cym	231	2312	1
orv	spa	173	228910	3
yid	kor	1590	22338	2
jpn	urd	26921	1005	6
dak	cre	25	66	6
tyv	eng	56	146294	1
est	pol	5739	76720	49
dar	eng	83	146294	1
niu	tkl	25	102	6
grc	mmn	17342	3	1
cym	pol	621	76720	3
heb	mlt	9889	86	3
orv	dan	173	64799	1
est	kir	5739	1528	6
eng	udm	1225237	37	3
tca	spa	3	228910	3
tuk	urd	434	1005	2
psi	eng	4	146294	3
ukr	ori	2877	752	1
eng	rug	1225237	7	1
heb	vot	9889	5	1
ast	spa	73	228910	49
lav	nor	1288	45923	5
heb	bel	9889	1874	5
chu	deu	80	292124	6
gml	fra	2	238463	1
spa	mkd	52955	3901	97
nor	fao	14530	415	53
kir	ita	708	59830	2
tpi	eng	1	146294	1
heb	nga	9889	17	4
beq	eng	5	146294	1
grc	tnm	17342	1	1
cym	nor	621	45923	2
grc	tgk	17342	1062	3
chu	ces	80	64442	2
uzb	tur	872	11874	2
heb	ukr	9889	4514	4
moe	fra	2	238463	1
fas	hye	2837	2139	1
eng	heb	1225237	10961	8620
ang	ben	147	1878	1
pol	dan	14104	64799	85
gld	nld	39	111371	1
ron	jpn	5475	130893	27
dan	ara	21239	12488	63
eng	syb	1225237	5	3
glg	eus	1346	3923	87
hin	ori	1469	752	96
hbs	bul	12743	25742	167
lat	por	19240	74721	507
lat	oci	19240	204	3
mjy	eng	1	146294	1
nor	dan	14530	64799	2974
egy	spa	235	228910	15
zho	lhu	13337	30	30
rus	heb	101395	10961	108
por	oym	11390	1	1
ita	swa	66453	323	3
ava	ukr	186	4514	4
zho	est	13337	20605	23
mdf	rus	101	82772	88
bul	eng	3667	146294	437
cuk	spa	3	228910	2
grc	kur	17342	201	3
kan	urd	314	1005	6
gld	khm	39	231	1
grc	srm	17342	3	3
bre	oci	212	204	4
afr	fra	357	238463	16
sna	eng	5	146294	3
dlg	rus	12	82772	11
oge	kat	11	2176	2
sqi	pol	1424	76720	15
lat	heb	19240	10961	21
swe	slk	39192	19641	144
ell	lav	4862	8145	1
grc	mzm	17342	1	1
por	tgk	11390	1062	1
jam	spa	3	228910	1
egy	est	235	20605	1
heb	orv	9889	4	1
sar	fra	1	238463	1
tha	fin	215	46271	1
kon	fra	9	238463	8
yrk	est	41	20605	4
lat	hbs	19240	45036	392
pol	aze	14104	1658	6
ell	pol	4862	76720	54
ron	hbs	5475	45036	127
ben	slk	2223	19641	7
bul	sqi	3667	6757	14
swe	syr	39192	11	5
gld	fin	39	46271	1
xno	eng	10	146294	8
ang	ita	147	59830	3
ell	ltz	4862	36	1
hye	fin	1100	46271	2
est	hun	5739	54989	42
lat	sco	19240	32	1
tha	nor	215	45923	1
bra	rus	11	82772	1
tat	kat	462	2176	1
slv	zho	2463	62650	5
nep	urd	47	1005	1
eus	gla	1021	227	1
hai	eng	2	146294	2
rus	bod	101395	344	3
bod	hin	1508	3506	6
osa	eng	1	146294	1
deu	kaz	201718	2454	49
fra	slv	216624	18719	1962
mal	swe	306	71688	1
ava	mol	186	3720	1
heb	vie	9889	786	1
ukr	kir	2877	1528	14
gld	mon	39	2423	1
eng	mzw	1225237	8	1
pol	spa	14104	228910	565
scn	eng	2	146294	2
yid	ces	1590	64442	9
swe	swa	39192	323	2
mon	xal	244	42	5
ces	kaz	17202	2454	8
ukr	kaz	2877	2454	14
heb	kos	9889	2	1
kat	lav	1224	8145	7
lah	eng	7	146294	2
kbd	kaz	119	2454	1
heb	oku	9889	5	1
yid	fas	1590	11329	1
grc	nhu	17342	11	4
ara	lav	11884	8145	3
eng	akl	1225237	3	3
tgk	slk	476	19641	2
fra	djc	216624	4	4
ces	zho	17202	62650	106
non	hun	299	54989	2
spa	mol	52955	3720	40
bul	kur	3667	201	1
bel	uig	1409	1488	1
lav	bul	1288	25742	17
sda	fra	1	238463	1
kir	asm	708	526	2
swe	pus	39192	285	1
dan	aze	21239	1658	4
rus	ava	101395	64	57
slv	dan	2463	64799	5
nez	eng	1	146294	1
kaz	uzb	948	2757	12
heb	mzw	9889	8	3
kan	fra	314	238463	3
mon	bua	244	47	4
eng	daa	1225237	17	2
jpn	uzb	26921	2757	7
deu	enm	201718	28	1
hop	deu	20	292124	4
ita	zho	66453	62650	682
dak	oji	25	25	1
oty	fra	1	238463	1
iku	deu	108	292124	12
hun	mol	11256	3720	11
bod	spa	1508	228910	79
sah	deu	153	292124	1
orv	oss	173	153	1
rus	eng	101395	146294	12385
osp	por	29	74721	4
fin	jpn	8296	130893	119
ara	tur	11884	11874	907
mkd	hun	1592	54989	8
tgk	bel	476	1874	8
heb	wib	9889	15	2
ron	asm	5475	526	2
ava	kaz	186	2454	3
eng	mbd	1225237	10	10
mkd	ita	1592	59830	6
ukr	udm	2877	37	2
dan	cat	21239	18004	116
rus	kac	101395	66	1
kat	tat	1224	819	1
chv	nld	203	111371	6
eus	pol	1021	76720	2
ukr	amh	2877	317	1
fas	urd	2837	1005	64
tam	zho	496	62650	1
ast	deu	73	292124	1
lat	goh	19240	4	2
fra	yid	216624	89	6
nld	fas	18978	11329	7
urd	slv	950	18719	2
ukr	pus	2877	285	1
cop	lat	177	362	1
ces	mkd	17202	3901	26
heb	mmn	9889	3	1
tur	est	2658	20605	5
krc	lit	141	15447	1
csb	deu	4	292124	1
grc	nwb	17342	1	1
lat	ita	19240	59830	1392
ell	eus	4862	3923	2
jpn	epo	26921	542	5
ita	bre	66453	406	4
amh	por	58	74721	1
pus	uzb	60	2757	4
deu	nde	201718	14	1
agr	spa	1	228910	1
yid	mkd	1590	3901	2
deu	sme	201718	173	2
urd	swe	950	71688	3
yum	eng	2	146294	1
dan	mol	21239	3720	10
deu	que	201718	25	5
ben	tur	2223	11874	3
lit	kir	1985	1528	2
tel	ita	277	59830	2
hbs	mal	12743	1202	1
fro	eus	902	3923	1
rcf	eng	35	146294	3
fro	slv	902	18719	2
vie	mol	668	3720	6
snd	guj	47	524	9
ukr	kbd	2877	86	1
ces	eus	17202	3923	5
mol	fra	2864	238463	112
tam	eng	496	146294	241
hin	uig	1469	1488	1
ara	ron	11884	18464	40
eng	vie	1225237	786	84
lat	glg	19240	2371	43
tam	ces	496	64442	3
fra	xrb	216624	12	7
lav	lit	1288	15447	104
arg	spa	5	228910	2
eng	hdy	1225237	4	1
zho	khm	13337	231	5
rus	hau	101395	53	24
bel	abk	1409	115	1
lad	heb	32	10961	3
lat	kor	19240	22338	66
hye	deu	1100	292124	25
hun	lat	11256	362	11
eng	lit	1225237	15447	6951
cat	eng	8328	146294	878
hbs	jpn	12743	130893	47
lit	pol	1985	76720	221
mar	fra	405	238463	18
scl	deu	1	292124	1
aze	eng	774	146294	30
oci	dan	452	64799	1
rus	olo	101395	3	1
kir	vie	708	786	1
kan	swe	314	71688	1
zho	mkd	13337	3901	15
pus	tuk	60	741	1
guc	eng	1	146294	1
pol	sme	14104	173	1
lat	slv	19240	18719	72
nld	rus	18978	82772	125
ukr	isl	2877	6514	1
sqi	spa	1424	228910	109
jpn	tuk	26921	741	1
jpn	ron	26921	18464	87
ell	nld	4862	111371	94
deu	uig	201718	1488	17
heb	ntr	9889	8	1
nep	eng	47	146294	12
cat	ara	8328	12488	13
osp	deu	29	292124	3
pli	cat	400	18004	1
san	xal	4282	42	1
por	fin	11390	46271	85
urd	mal	950	1202	19
kat	kum	1224	65	1
mhq	eng	2	146294	1
ara	sin	11884	671	5
mol	nld	2864	111371	2
kor	tha	4621	1227	1
bul	ell	3667	27422	43
hit	fra	8	238463	1
ori	kan	244	700	3
eng	wbp	1225237	9	3
fra	tah	216624	7	3
zho	mon	13337	2423	1467
fra	bas	216624	3	3
est	epo	5739	542	12
nld	swe	18978	71688	562
kat	hin	1224	3506	2
jpn	kor	26921	22338	65
mlt	ara	27	12488	1
oss	ell	195	27422	1
bul	dan	3667	64799	13
eng	ota	1225237	1	1
glg	deu	1346	292124	8
chm	aze	116	1658	1
zho	por	13337	74721	71
eng	uig	1225237	1488	101
dum	pol	84	76720	2
est	sqi	5739	6757	1
deu	slk	201718	19641	2525
bre	epo	212	542	2
tgk	sah	476	201	1
ell	hye	4862	2139	5
que	deu	37	292124	2
mlg	eng	32	146294	4
cat	ell	8328	27422	17
cat	mal	8328	1202	1
grc	acf	17342	3	1
deu	hem	201718	1	1
mau	fra	6	238463	2
guj	spa	264	228910	4
eng	ces	1225237	64442	32184
deu	vmw	201718	1	1
lit	bul	1985	25742	21
tur	nor	2658	45923	34
rus	che	101395	57	53
nor	kat	14530	2176	4
hye	tuk	1100	741	4
uga	eng	6	146294	3
zho	tur	13337	11874	17
iku	bul	108	25742	1
grc	kus	17342	1	1
tsg	eng	1	146294	1
heb	wwa	9889	22	2
grc	kal	17342	327	3
kur	aze	137	1658	1
lit	ben	1985	1878	2
kor	spa	4621	228910	100
mri	fra	88	238463	1
heb	sqi	9889	6757	9
fra	muy	216624	9	9
eng	nbl	1225237	3	3
orv	kom	173	26	1
grc	coe	17342	1	1
gmh	est	595	20605	1
uig	tur	81	11874	1
sln	eng	3	146294	3
mal	raj	306	3	1
hbs	dan	12743	64799	44
eng	sat	1225237	1	1
cat	lit	8328	15447	14
nld	fin	18978	46271	336
dar	lit	83	15447	1
tat	bel	462	1874	4
ara	tam	11884	1763	26
dak	chp	25	123	1
fra	pil	216624	2	2
ben	san	2223	58	5
smo	tah	74	7	1
oji	spa	13	228910	1
fil	rus	87	82772	3
heb	kgh	9889	11	1
tat	tam	462	1763	1
rus	mdf	101395	34	32
ava	mon	186	2423	1
hin	tur	1469	11874	4
hbs	lit	12743	15447	33
ukr	hbs	2877	45036	44
nld	epo	18978	542	21
eng	bul	1225237	25742	13475
rus	niv	101395	3	3
bul	kaz	3667	2454	9
urd	cat	950	18004	1
bul	dar	3667	68	1
yor	eng	21	146294	14
eus	nld	1021	111371	6
deu	sah	201718	201	2
vie	spa	668	228910	10
kaa	deu	129	292124	1
amh	mkd	58	3901	2
heb	kor	9889	22338	8
tur	ukr	2658	4514	10
tri	nld	1	111371	1
dan	glg	21239	2371	17
eng	lua	1225237	10	2
heb	ozm	9889	17	1
mkd	jpn	1592	130893	1
aze	mon	774	2423	2
chv	slk	203	19641	1
zho	sin	13337	671	8
heb	dnn	9889	10	1
deu	slv	201718	18719	3503
ara	tel	11884	668	2
eng	fao	1225237	415	140
guj	ces	264	64442	1
som	eng	26	146294	11
slk	fra	4205	238463	80
ron	zho	5475	62650	9
tur	mkd	2658	3901	42
epo	ita	99	59830	2
nld	lav	18978	8145	20
kir	amh	708	317	2
deu	spa	201718	228910	20424
jpn	ell	26921	27422	75
heb	apr	9889	1	1
med	eng	1	146294	1
ces	rom	17202	82	5
rus	sjd	101395	2	2
eng	kal	1225237	327	64
cop	fra	177	238463	44
eng	sah	1225237	201	4
yor	nor	21	45923	1
bla	deu	2	292124	1
ara	ukr	11884	4514	10
slk	bel	4205	1874	9
fao	deu	104	292124	8
kat	tur	1224	11874	5
poq	spa	1	228910	1
pli	hun	400	54989	6
nep	asm	47	526	3
grc	msm	17342	9	1
orv	ukr	173	4514	14
grc	xed	17342	5	1
kat	ara	1224	12488	7
ita	nor	66453	45923	380
fao	isl	104	6514	7
ukr	lav	2877	8145	21
isl	fra	1518	238463	108
eng	kgh	1225237	11	8
pus	aze	60	1658	1
bel	mol	1409	3720	19
por	dan	11390	64799	130
fri	fra	119	238463	3
que	rus	37	82772	1
sux	jpn	133	130893	2
spa	rus	52955	82772	846
kat	guj	1224	524	1
ori	mar	244	878	5
rus	urd	101395	1005	121
hun	kor	11256	22338	5
fas	ron	2837	18464	24
bul	ces	3667	64442	159
lat	cat	19240	18004	272
inh	tat	51	819	1
lit	uzb	1985	2757	5
tyv	deu	56	292124	1
hye	mol	1100	3720	7
nor	ukr	14530	4514	14
slv	rom	2463	82	2
bod	nor	1508	45923	5
ava	ita	186	59830	2
ces	tur	17202	11874	30
ita	ina	66453	3	3
alt	rus	56	82772	48
kut	eng	4	146294	3
dar	ukr	83	4514	1
swa	swe	65	71688	3
spa	lav	52955	8145	86
fra	yre	216624	2	1
ell	slk	4862	19641	16
pan	tam	327	1763	5
bul	oss	3667	153	1
yid	kaa	1590	568	1
dan	pan	21239	384	1
ita	cos	66453	50	2
tur	eng	2658	146294	295
mon	bak	244	502	1
kir	fin	708	46271	4
ell	rus	4862	82772	125
chv	bak	203	502	4
tha	asm	215	526	1
fra	frm	216624	16	1
mar	san	405	58	2
mqb	fra	6	238463	6
rus	kca	101395	3	3
rom	fin	79	46271	1
mkd	dan	1592	64799	6
por	urd	11390	1005	2
kor	tgk	4621	1062	1
eng	rop	1225237	7	3
jpn	kaz	26921	2454	4
lat	non	19240	1	1
grc	bel	17342	1874	4
khq	eng	1	146294	1
dua	fra	5	238463	3
vep	rus	4	82772	1
ota	ara	16	12488	1
eus	sqi	1021	6757	1
yid	rus	1590	82772	164
mkd	ces	1592	64442	14
ita	gsw	66453	116	3
ojp	deu	15	292124	2
swe	lit	39192	15447	268
hin	sqi	1469	6757	3
wln	nld	6	111371	1
ces	ukr	17202	4514	73
heb	frm	9889	16	3
sga	gle	14	167	1
mkd	lav	1592	8145	1
fin	som	8296	102	5
grc	sld	17342	15	4
kom	eng	121	146294	9
lbe	rus	41	82772	34
jrb	eng	12	146294	4
syr	hbs	252	45036	4
swe	uig	39192	1488	2
tem	fra	3	238463	1
deu	aar	201718	1	1
lat	ast	19240	193	3
gld	rus	39	82772	17
vie	kat	668	2176	2
isl	ces	1518	64442	23
ron	isl	5475	6514	1
sux	nor	133	45923	5
fra	kmw	216624	7	1
niv	sah	11	201	1
fra	kdh	216624	11	3
snd	ori	47	752	2
msa	nld	485	111371	67
hin	mkd	1469	3901	2
enf	nld	11	111371	1
aze	nor	774	45923	1
eus	swe	1021	71688	2
heb	pjt	9889	10	1
azz	spa	1	228910	1
mkd	deu	1592	292124	35
tuk	lit	434	15447	11
dar	bel	83	1874	1
grc	mzw	17342	8	4
ukr	ell	2877	27422	1
uzb	kir	872	1528	13
ron	est	5475	20605	17
yua	eng	8	146294	5
tgk	kir	476	1528	4
zho	kan	13337	700	1
fin	kur	8296	201	2
fin	vep	8296	5	1
lat	nor	19240	45923	81
ita	bul	66453	25742	411
nor	lav	14530	8145	82
fas	uzb	2837	2757	42
mal	sin	306	671	1
gmh	ces	595	64442	4
rus	tgk	101395	1062	786
ron	nor	5475	45923	11
nap	jpn	11	130893	2
heb	ben	9889	1878	1
kor	epo	4621	542	1
por	epo	11390	542	3
lit	sqi	1985	6757	1
eng	ita	1225237	59830	30169
pol	urd	14104	1005	1
otk	tur	12	11874	7
kas	fra	24	238463	3
plw	eng	3	146294	1
rus	lez	101395	64	61
gsw	deu	27	292124	17
cym	jpn	621	130893	1
kor	sqi	4621	6757	1
swe	ara	39192	12488	129
uzb	est	872	20605	7
eng	tog	1225237	1	1
nld	mri	18978	319	3
mov	spa	1	228910	1
swe	vie	39192	786	4
egy	hbs	235	45036	7
yor	por	21	74721	1
mnc	deu	9	292124	4
mlt	eng	27	146294	11
kat	swe	1224	71688	2
lat	urd	19240	1005	3
por	heb	11390	10961	51
gmh	fra	595	238463	71
fra	fod	216624	3	1
sux	ces	133	64442	3
eng	acd	1225237	6	1
syr	ces	252	64442	3
new	eng	3	146294	3
kur	bel	137	1874	5
fra	xed	216624	5	3
kat	deu	1224	292124	71
grc	hns	17342	2	1
zho	mya	13337	274	16
nep	deu	47	292124	6
bul	mkd	3667	3901	82
mkd	spa	1592	228910	5
grc	gde	17342	14	6
ukr	mkd	2877	3901	5
eng	nso	1225237	10	10
tab	eng	14	146294	1
grc	uig	17342	1488	11
tyv	lit	56	15447	1
lat	hun	19240	54989	539
ori	rus	244	82772	1
grc	wmt	17342	2	1
deu	tat	201718	819	4
lav	ita	1288	59830	6
vie	mkd	668	3901	1
axm	eng	2	146294	2
grc	apz	17342	1	1
gcf	deu	84	292124	2
zho	slk	13337	19641	31
ron	rus	5475	82772	459
glg	ast	1346	193	25
kik	ita	18	59830	1
deu	tuk	201718	741	5
grc	lef	17342	6	3
run	fra	3	238463	3
zho	eng	13337	146294	1946
pol	ces	14104	64442	1008
heb	ntm	9889	9	7
afr	ita	357	59830	2
deu	ilk	201718	1	1
nap	spa	11	228910	2
yrk	ukr	41	4514	2
grc	syb	17342	5	1
nld	mol	18978	3720	4
kaz	tgk	948	1062	4
fra	est	216624	20605	1166
bre	spa	212	228910	1
lao	deu	41	292124	3
eng	tgk	1225237	1062	20
grc	cym	17342	2312	15
heb	gmh	9889	15	1
nog	eng	28	146294	1
tel	ell	277	27422	1
jpn	ast	26921	193	1
cab	eng	1	146294	1
hun	nld	11256	111371	146
enm	hbs	231	45036	1
hun	sin	11256	671	1
eng	fra	1225237	238463	149788
jpn	ces	26921	64442	116
akk	ron	136	18464	1
eus	glg	1021	2371	48
dan	som	21239	102	35
pro	spa	159	228910	11
uig	kaz	81	2454	12
oge	deu	11	292124	1
smj	eng	8	146294	1
grc	wiu	17342	1	1
mkd	fra	1592	238463	49
deu	kat	201718	2176	94
ast	glg	73	2371	12
bod	slv	1508	18719	2
mns	est	20	20605	3
kir	slk	708	19641	3
eng	mmn	1225237	3	1
pus	kat	60	2176	2
dan	cym	21239	2312	6
tur	uzb	2658	2757	7
tel	new	277	25	1
grc	hdy	17342	4	3
ukr	kat	2877	2176	28
enm	spa	231	228910	15
ara	oci	11884	204	1
ita	fin	66453	46271	763
kan	ara	314	12488	2
nld	slv	18978	18719	215
grc	dyi	17342	4	1
slk	dan	4205	64799	2
heb	chv	9889	174	2
non	fao	299	415	4
lit	sin	1985	671	2
chg	kaz	19	2454	2
ara	lat	11884	362	12
bod	ces	1508	64442	28
nor	lit	14530	15447	124
nor	hin	14530	3506	1
sme	smj	103	42	5
pol	swe	14104	71688	196
heb	slm	9889	4	1
fra	udl	216624	2	1
pro	ita	159	59830	8
spa	mon	52955	2423	5
spa	dan	52955	64799	742
deu	swg	201718	21	5
eng	ukr	1225237	4514	450
pcm	fra	2	238463	2
fra	oci	216624	204	160
ces	ron	17202	18464	93
ell	ara	4862	12488	18
kir	eng	708	146294	16
zho	ron	13337	18464	74
sag	fra	3	238463	1
hun	zho	11256	62650	64
yid	nld	1590	111371	38
hin	ces	1469	64442	7
arc	ara	347	12488	1
ara	eus	11884	3923	9
ben	kan	2223	700	22
kat	vie	1224	786	1
hbs	ell	12743	27422	85
heb	ang	9889	8	1
lis	zho	1	62650	1
aze	est	774	20605	10
kbd	mol	119	3720	1
sme	rus	103	82772	2
pol	slv	14104	18719	142
